Model,Count,Year,Month,ID,Mærke,Producent,Producent_nationalitet,Drivmiddel,CO2_Type,Segment
JAC E30X,4,2025,M09,1195.0,JAC,JAC Motors,Kina,Benzin,Fossil,Personbil
Mazda 3,4,2025,M09,1154.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Mazda CX-60,4,2025,M09,1255.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Mazda CX-80,4,2025,M09,1168.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Mercedes-Benz EQV,4,2025,M09,1155.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
MG Cyberster,4,2025,M09,1173.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Nissan Juke,4,2025,M09,1103.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,SUV/Crossover
Peugeot Traveller,4,2025,M09,1321.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Porsche 911,4,2025,M09,1264.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Toyota Corolla,4,2025,M09,1180.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Volkswagen Caddy,4,2025,M09,1216.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Yunlong JJ2000DBP,4,2025,M09,1277.0,Yunlong,MG,Kina,Benzin,Fossil,Personbil
Alfa Romeo Junior,3,2025,M09,1221.0,Alfa Romeo,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
BMW X3,3,2025,M09,1141.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
BMW X5,3,2025,M09,1186.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
Citroen e-SpaceTourer,3,2025,M09,1228.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Fisker Ocean,3,2025,M09,1233.0,Fisker,Fisker Inc.,USA,El,Nul-emission,Personbil
Honda Civic,3,2025,M09,1163.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Mercedes-Benz G-Klasse,3,2025,M09,1170.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Peugeot 308,3,2025,M09,1206.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Zeekr X,3,2025,M09,1114.0,Zeekr,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
BMW iX3,2,2025,M09,1224.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Fiat Grande Panda,2,2025,M09,1122.0,Fiat,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Ford Tourneo Connect,2,2025,M09,1234.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Hyundai I10,2,2025,M09,1237.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Jeep Avenger,2,2025,M09,1242.0,Jeep,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Lynk & Co 02,2,2025,M09,1143.0,Lynk & Co,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Mazda MX-5,2,2025,M09,1346.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Mercedes-Benz GLS,2,2025,M09,1314.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz S-Klasse,2,2025,M09,1201.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Nilsson Hearse,2,2025,M09,1202.0,Nilsson Hearse,Nilsson Hearse,Sverige,Benzin,Fossil,Varebil/MPV
Polaris Ranger,2,2025,M09,1404.0,Polaris,Polaris,USA,Benzin,Fossil,ATV/UTV/Andet
Porsche Cayenne,2,2025,M09,1208.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Porsche Taycan,2,2025,M09,1175.0,Porsche,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Skoda Kodiaq iV,2,2025,M09,1267.0,Skoda,Volkswagen Group,Tyskland,Hybrid,Lav-emission,SUV/Crossover
Subaru Forester,2,2025,M09,1212.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,SUV/Crossover
Volkswagen Multivan,2,2025,M09,1274.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Volkswagen Touareg,2,2025,M09,1382.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Volvo C40,2,2025,M09,1329.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Access SM 480 Road,1,2025,M09,,Access,Access Motor,Taiwan,Benzin,Fossil,ATV/UTV/Andet
Bach YM2000DP,1,2025,M09,1294.0,Bach,Bach,Danmark,El,Nul-emission,Kabinescooter
BAW Pony,1,2025,M09,1358.0,BAW,BAW,Ukendt,Benzin,Fossil,Personbil
Bentley Continental,1,2025,M09,1352.0,Bentley,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BMW 7'er,1,2025,M09,1295.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Chevrolet Tahoe,1,2025,M09,,Chevrolet,Chevrolet,Ukendt,Benzin,Fossil,Personbil
Citroen ë-C4,1,2025,M09,1343.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Eagle Golf Car,1,2025,M09,1188.0,Eagle,"Eagle Golf Cars, LLC",USA,EL,Nul-emission,ATV/UTV/Andet
Evolution I40,1,2025,M09,,Evolution,Evolution Electric Vehicles,USA,El,Nul-emission,ATV/UTV/Andet
Fiat Niesmann+Bischoff,1,2025,M09,,Fiat,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
HDK NRG Car,1,2025,M09,1360.0,HDK,HDK Automotive,Kina,El,Nul-emission,ATV/UTV/Andet
Honda HR-V,1,2025,M09,1149.0,Honda,Honda Motor Co.,Japan,Benzin,Fossil,Personbil
Hongqi EH7,1,2025,M09,1194.0,Hongqi,FAW (Hongqi),Kina,El,Nul-emission,Personbil
Hyundai I20,1,2025,M09,1238.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Hyundai Santa Fe,1,2025,M09,1240.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,SUV/Crossover
Lamborghini Urus,1,2025,M09,1394.0,Lamborghini,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Maserati Grecale,1,2025,M09,1152.0,Maserati,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Maxus Euniq5,1,2025,M09,1198.0,Maxus,SAIC Motor (Maxus),Kina,Benzin,Fossil,SUV/Crossover
Maxus Euniq6,1,2025,M09,1167.0,Maxus,SAIC Motor (Maxus),Kina,Benzin,Fossil,SUV/Crossover
Mercedes-Benz B-Klasse,1,2025,M09,1256.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz CLE,1,2025,M09,1257.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz EQS,1,2025,M09,1169.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Mercedes-Benz EQS SUV,1,2025,M09,1200.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,SUV/Crossover
Mercedes-Benz Vito,1,2025,M09,1156.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Varebil/MPV
Mini Cabriolet,1,2025,M09,1370.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
Opel Corsa,1,2025,M09,1259.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Porsche 718 Spyder RS,1,2025,M09,1322.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,ATV/UTV/Andet
Porsche Cayman,1,2025,M09,1323.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Renault Master,1,2025,M09,1120.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Varebil/MPV
Volvo XC60,1,2025,M09,1275.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Xingyun UTV,1,2025,M09,1333.0,Xingyun,Shandong Xingyun,Kina,El,Nul-emission,ATV/UTV/Andet
Yunlong JJ5000BP,1,2025,M09,,Yunlong,MG,Kina,Benzin,Fossil,Personbil
Tesla Model Y,1211,2024,M09,1002.0,Tesla,"Tesla, Inc.",USA,El,Nul-emission,Personbil
Skoda Enyaq iV,1004,2024,M09,1006.0,Skoda,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Volkswagen ID.4,563,2024,M09,1005.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
BMW iX1,131,2024,M09,1009.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Volkswagen ID. Buzz,4,2024,M09,1010.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Volkswagen ID.3,396,2024,M09,1011.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Renault Scenic,128,2024,M09,1021.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Audi A5,6,2024,M09,1115.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz EQA,340,2024,M09,1026.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Tesla Model 3,639,2024,M09,1179.0,Tesla,"Tesla, Inc.",USA,El,Nul-emission,Personbil
Cupra Tavascan,10,2024,M09,1065.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Audi Q4 e-tron,374,2024,M09,1003.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,SUV/Crossover
Toyota Aygo X,143,2024,M09,1042.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Mercedes-Benz CLA,46,2024,M09,1022.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Volkswagen ID.7,288,2024,M09,1017.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Cupra Born,134,2024,M09,1007.0,Cupra,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Cupra Leon,13,2024,M09,1100.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Volkswagen T-Roc,254,2024,M09,1080.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Suzuki Swift,134,2024,M09,1034.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,Personbil
Toyota Yaris,289,2024,M09,1057.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Volkswagen Passat,129,2024,M09,1125.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Nissan Qashqai,482,2024,M09,1035.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,SUV/Crossover
Renault Megane E-Tech,59,2024,M09,1041.0,Renault,Renault Group,Frankrig,El,Nul-emission,Personbil
Nissan Ariya,169,2024,M09,1070.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
Peugeot 2008,125,2024,M09,1030.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Audi Q5,63,2024,M09,1137.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Mercedes-Benz EQB,201,2024,M09,1027.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
BMW i5,125,2024,M09,1049.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Xpeng G6,221,2024,M09,1015.0,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
Volvo EX40,140,2024,M09,1018.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,SUV/Crossover
BMW 3'er,246,2024,M09,1051.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
BMW X1,51,2024,M09,1013.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
BMW i4,52,2024,M09,1045.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Mercedes-Benz GLA,50,2024,M09,1090.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Ford Explorer,424,2024,M09,1023.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Toyota Yaris Cross,171,2024,M09,1020.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Audi Q6 e-tron,87,2024,M09,1160.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,SUV/Crossover
Peugeot 5008,107,2024,M09,1039.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Peugeot 3008,104,2024,M09,1036.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Hyundai Ioniq 5,88,2024,M09,1050.0,Hyundai,Hyundai Motor Group,Sydkorea,El,Nul-emission,Personbil
Citroen C3,80,2024,M09,1012.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Mercedes-Benz GLC,32,2024,M09,1076.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Hyundai Ioniq 6,96,2024,M09,1133.0,Hyundai,Hyundai Motor Group,Sydkorea,El,Nul-emission,Personbil
Peugeot 208,114,2024,M09,1024.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Volkswagen ID.5,150,2024,M09,1053.0,Volkswagen,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Toyota bZ4X,105,2024,M09,1000.0,Toyota,Toyota Motor Corporation,Japan,El,Nul-emission,Personbil
Citroen C3 Aircross,21,2024,M09,1014.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Opel Grandland,1,2024,M09,1072.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Audi A3,215,2024,M09,1064.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
MG ZS,18,2024,M09,1040.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Kia EV6,113,2024,M09,1069.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Ford Puma,11,2024,M09,1054.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Mercedes-Benz A-Klasse,142,2024,M09,1123.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Cupra Formentor,95,2024,M09,1062.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Hyundai Kona,71,2024,M09,1043.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,SUV/Crossover
Skoda Scala,37,2024,M09,1130.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz C-Klasse,178,2024,M09,1098.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Skoda Kodiaq,17,2024,M09,1047.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Polestar 4,103,2024,M09,1048.0,Polestar,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Mercedes-Benz EQE,65,2024,M09,1074.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
MG 4,19,2024,M09,1037.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Volkswagen Polo,331,2024,M09,1140.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Polestar 2,63,2024,M09,1097.0,Polestar,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Volkswagen Touran,41,2024,M09,1182.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Dacia Sandero,92,2024,M09,1231.0,Dacia,Renault Group,Frankrig,Benzin,Fossil,Personbil
Lexus LBX,22,2024,M09,1165.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Volkswagen Caravelle,1,2024,M09,1217.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
BMW 1'er,62,2024,M09,1067.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Volkswagen Tiguan,56,2024,M09,1145.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Renault Captur,17,2024,M09,1266.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Mercedes-Benz EQE SUV,52,2024,M09,1110.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,SUV/Crossover
BMW iX2,50,2024,M09,1087.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Skoda Kamiq,118,2024,M09,1112.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Skoda Octavia,31,2024,M09,1157.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
BMW 5'er,45,2024,M09,1063.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz GLB,112,2024,M09,1088.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
BMW iX,27,2024,M09,1089.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
BYD Seal U,52,2024,M09,1104.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Skoda Karoq,67,2024,M09,1094.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Ford Kuga,105,2024,M09,1060.0,Ford,Ford Motor Company,USA,Hybrid,Lav-emission,Personbil
BMW i7,2,2024,M09,1146.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
BMW i7,2,2024,M09,,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Lexus NX,1,2024,M09,1252.0,Lexus,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Volvo EC40,10,2024,M09,1093.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Porsche Macan,34,2024,M09,1119.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Dacia Duster,2,2024,M09,1229.0,Dacia,Renault Group,Frankrig,Benzin,Fossil,Personbil
MG 3,14,2024,M09,1172.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
MAN TGE,1,2024,M09,1197.0,MAN,TRATON (Volkswagen Group),Tyskland,Benzin,Fossil,Varebil/MPV
Mini 3-dørs,41,2024,M09,1083.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
Seat Ibiza,105,2024,M09,1073.0,Seat,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Xpeng G9,74,2024,M09,1068.0,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
Audi A6,13,2024,M09,1159.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Hyundai Tucson,39,2024,M09,1241.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,SUV/Crossover
Mercedes-Benz Sprinter,16,2024,M09,1134.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Varebil/MPV
Honda e:Ny1,34,2024,M09,1086.0,Honda,Honda Motor Co.,Japan,El,Nul-emission,Personbil
Lexus RZ,6,2024,M09,1075.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Suzuki Vitara,24,2024,M09,1029.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Volvo EX30,119,2024,M09,1056.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,SUV/Crossover
Kia Niro,29,2024,M09,1244.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Hyundai Bayon,1,2024,M09,1151.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Mercedes-Benz E-Klasse,41,2024,M09,1128.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Opel Mokka,48,2024,M09,1261.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Renault Clio,179,2024,M09,1111.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
BYD Dolphin,159,2024,M09,1187.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Ford Tourneo Custom,83,2024,M09,1082.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Suzuki SX4,24,2024,M09,1131.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
BYD Atto 3,24,2024,M09,1161.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Volvo XC90,4,2024,M09,1276.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Honda CR-V,11,2024,M09,1127.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Mazda MX-30,52,2024,M09,1199.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
BYD Tang,4,2024,M09,1126.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Mazda CX-30,21,2024,M09,1084.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
BMW 4'er,46,2024,M09,1185.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Ford Mustang Mach-E,55,2024,M09,1147.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Ford Transit,8,2024,M09,1091.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
KGM Torres EVX,16,2024,M09,1108.0,KGM,KG Mobility (tidl. SsangYong),Sydkorea,El,Nul-emission,SUV/Crossover
Toyota Proace Verso,6,2024,M09,1135.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
Volkswagen T-Cross,23,2024,M09,1181.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
BYD Seal,36,2024,M09,1107.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Skoda Fabia,91,2024,M09,1211.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz GLE,18,2024,M09,1144.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Seat Arona,23,2024,M09,1177.0,Seat,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Audi Q2,154,2024,M09,1071.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Kia EV9,15,2024,M09,1058.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Mercedes-Benz V-Klasse,2,2024,M09,1171.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz Vito Tourer,15,2024,M09,1092.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Varebil/MPV
Renault Trafic,1,2024,M09,1176.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Varebil/MPV
Skoda Superb,11,2024,M09,1139.0,Skoda,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Toyota Corolla Cross,151,2024,M09,1124.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Ford Focus,9,2024,M09,1162.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Ford Transit Custom,19,2024,M09,1192.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Land Rover Range Rover Sport,3,2024,M09,1196.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Mazda 2,83,2024,M09,1153.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Opel Zafira,2,2024,M09,1205.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Polestar 3,20,2024,M09,1263.0,Polestar,Geely (Lynk & Co),Kina,El,Nul-emission,Personbil
Toyota Proace City Verso,6,2024,M09,1327.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
Toyota RAV4,16,2024,M09,1273.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,SUV/Crossover
Honda Jazz,2,2024,M09,1150.0,Honda,Honda Motor Co.,Japan,Benzin,Fossil,Personbil
Land Rover Range Rover,2,2024,M09,1283.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Mini Countryman,71,2024,M09,1102.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
Subaru Solterra,8,2024,M09,1113.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,Personbil
Volkswagen Golf,15,2024,M09,1219.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Mazda 3,9,2024,M09,1154.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Mazda CX-60,12,2024,M09,1255.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Mazda CX-80,4,2024,M09,1168.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
MG Cyberster,2,2024,M09,1173.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Nissan Juke,18,2024,M09,1103.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,SUV/Crossover
Porsche 911,3,2024,M09,1264.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Toyota Corolla,12,2024,M09,1180.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Volkswagen Caddy,2,2024,M09,1216.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Yunlong JJ2000DBP,3,2024,M09,1277.0,Yunlong,MG,Kina,Benzin,Fossil,Personbil
BMW X3,12,2024,M09,1141.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
BMW X5,7,2024,M09,1186.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
Fisker Ocean,10,2024,M09,1233.0,Fisker,Fisker Inc.,USA,El,Nul-emission,Personbil
Honda Civic,5,2024,M09,1163.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Mercedes-Benz G-Klasse,1,2024,M09,1170.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Peugeot 308,14,2024,M09,1206.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
BMW iX3,51,2024,M09,1224.0,BMW,BMW Group,Tyskland,El,Nul-emission,SUV/Crossover
Hyundai I10,85,2024,M09,1237.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Jeep Avenger,4,2024,M09,1242.0,Jeep,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Mazda MX-5,4,2024,M09,1346.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
Mercedes-Benz S-Klasse,1,2024,M09,1201.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Porsche Cayenne,6,2024,M09,1208.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
